Covaldea_	Covaldea_i	Codigo	Nombre	Latitude	Longitude	X_coord	Y_coord	Muni_cov	Setaccu	Codemun	Ald88num	Ald74off	Ald74name	Depto74	Codemun74
278	1250	50314	Masca	15.65838296	-88.1391157	377922.5	1733563	503	3	503	50314	50313	MASCA	5	503
279	394	20821	La Cubana	15.65776816	-86.20711651	584969.4	1733495	208	3	208	20821	20723	LA CUBANA	2	207
280	185	10519	Tripoli	15.65734323	-87.1244932	486659.1	1733448	105	3	105	10519	10516	TRIPOLI	1	105
281	1173	180415	Campo La Fragua	15.65718953	-87.80317584	413927.3	1733431	1804	3	1804	180415	180448	CAMPO MONTERREY	18	1804
282	196	10311	El Suspiro	15.65624924	-87.18650672	480013.5	1733327	103	3	103	10311	10313	EL SUSPIRO	1	103
283	234	20211	Las Mangas	15.65548074	-86.35276917	569360.5	1733242	202	3	202	20211	20204	LAS MANGAS	2	202
284	217	10404	Cefalu	15.65546266	-86.53282378	550064.4	1733240	104	3	104	10404	10404	CEFALU	1	104
287	1202	50236	San Jose de Los Laureles	15.65467608	-87.95069829	398115.3	1733153	502	3	502	50236	50240	SAN JSE. DE LAURELES	5	502
288	1239	50237	San Marcos de Majaine	15.65294017	-88.00898055	391867.7	1732961	502	3	502	50237	50234	MAJAINE	5	502
290	1207	50203	Buenos Aires de California	15.65096015	-87.99679348	393172.9	1732742	502	3	502	50203	50202	BNOS. AIRES DE CALF.	5	502
291	254	10420	Los Olanchitos	15.64939602	-86.40417931	563852.8	1732569	104	3	104	10420	10418	LOS OLANCHITOS	1	104
292	259	10415	Entelina	15.64934178	-86.49417293	554208.1	1732563	104	3	104	10415	10414	ENTELINA	1	104
294	181	10601	San Francisco	15.64725326	-87.04051159	495658.5	1732332	106	3	106	10601	10600	SAN FRANCISCO	1	106
295	258	10431	Tomala	15.6468012	-86.47710752	556037.7	1732282	104	3	104	10431	10429	TOMALA	1	104
296	47	10707	Buenos Aires No.1	15.6463401	-87.56824713	439101.4	1732231	107	3	107	10707	10704	BUENOS AIRES	1	107
297	59	10772	Toloa Adentro	15.64589708	-87.68858887	426203.7	1732182	107	3	107	10772	10748	TOLOA ADENTRO	1	107
298	1254	50307	Cuyamel	15.64478502	-88.19458453	371968.6	1732059	503	3	503	50307	50306	CUYAMEL	5	503
299	267	20818	Gioconda	15.64370007	-86.25340086	580014.5	1731939	208	3	208	20818	20719	GIOCONDA	2	207
300	1012	180417	Campo Mocula	15.6436187	-87.80154042	414096.9	1731930	1804	3	1804	180417	180454	CAMPO MOCULA	18	1804
302	140	10752	Morazan	15.64278691	-87.40719175	456361.2	1731838	107	3	107	10752	10735	MORAZAN	1	107
303	328	20809	Churrusquera	15.64256992	-86.19110506	586691.8	1731814	208	3	208	20809	20709	CHURRUSGUERA	2	207
304	10	10121	Yaruca	15.64232581	-86.67345071	534996.3	1731787	101	3	101	10121	10109	YARUCA	1	101
305	1222	50232	Quebrada Seca	15.6421269	-87.95034357	398147.1	1731765	502	3	502	50232	50238	QUEBRADA SECA	5	502
306	300	10406	Corralitos	15.64176526	-86.46317766	557532	1731725	104	3	104	10406	10406	CORRALITOS	1	104
307	1176	50628	Nola	15.64067127	-87.83321428	410700.8	1731604	506	3	506	50628	50609	CAMPO NOLA	5	506
309	169	10604	La Llave	15.63967674	-87.03732546	495999.8	1731494	106	3	106	10604	10605	LA LLAVE	1	106
310	11	10116	Rio Viejo	15.63891728	-86.69373643	532822.8	1731410	101	3	101	10116	10107	RIO VIEJO	1	101
311	391	20305	Las Champas u Ocotales	15.63777809	-85.2013667	692796.9	1731284	203	3	203	20305	20309	LAS CHAMPAS U OCOTA.	2	203
312	1221	50208	El Ocotillo Occidental	15.63684685	-87.99144098	393739.3	1731181	502	3	502	50208	50209	EL OCOTILLO OCCIDEN.	5	502
313	168	10605	Las Camelias	15.63675643	-87.00883997	499052.6	1731171	106	3	106	10605	10601	CAMELIAS	1	106
314	142	10740	Las Delicias	15.63608738	-87.42759636	454172.9	1731097	107	3	107	10740	10726	LAS DELICIAS	1	107
315	141	10745	Las Quebradas	15.6359156	-87.46412648	450257.7	1731078	107	3	107	10745	10728	LAS QUEBRADAS	1	107
316	354	20901	Tocoa	15.63521943	-86.00724585	606402.3	1731001	209	3	209	20901	20900	TOCOA	2	209
317	993	50212	El Tamarindo	15.63515614	-88.04099747	388426.4	1730994	502	3	502	50212	50214	EL TAMARINDO	5	502
318	270	20824	La Presa o Juan Lazaro Arriba	15.63455038	-86.297179	575325.8	1730927	208	3	208	20824	20722	JUAN LAZARO ARRIBA	2	207
319	1210	180408	Campo Birichiche o Las Palomas	15.63432435	-87.78620911	415736.3	1730902	1804	3	1804	180408	180408	CAMPO BIRICHICHE	18	1804
320	268	20814	El Sastre	15.63372763	-86.2668449	578577.4	1730836	208	3	208	20814	20714	EL SASTRE	2	207
321	77	10751	Monte Sion	15.63369147	-87.5127284	445048.1	1730832	107	3	107	10751	10734	MONTESION	1	107
323	170	10603	La Frutera	15.63271502	-87.03909328	495810.2	1730724	106	3	106	10603	10604	LA FRUTERA	1	106
324	297	10419	Las Marias	15.63270597	-86.39094357	565276.6	1730723	104	3	104	10419	10417	LAS MARIAS	1	104
325	5	10423	Piedras Amarillas	15.63217254	-86.56010422	547146.2	1730664	104	3	104	10423	10421	PIEDRAS AMARILLAS	1	104
326	330	20827	Lorelay	15.63109664	-86.20438598	585273.1	1730545	208	3	208	20827	20729	LORELAY	2	207
327	332	20834	Parmas	15.6304728	-86.16842049	589128.4	1730476	208	3	208	20834	20734	PARMAS	2	207
328	329	20836	Quebrada de Arena	15.62953251	-86.23008547	582519.1	1730372	208	3	208	20836	20737	QUEBRADA DE ARENA	2	207
329	333	20802	Agua Caliente	15.62860127	-86.14199627	591961.6	1730269	208	3	208	20802	20701	AGUA CALIENTE	2	207
330	6	10402	Berlin No.1	15.6284114	-86.5239965	551017.1	1730248	104	3	104	10402	10401	BERLIN	1	104
331	1224	50228	Montañuela	15.62750728	-87.86060669	407758.9	1730148	502	3	502	50228	50235	MONTANUELA	5	502
332	299	10403	Cantor	15.62727221	-86.43426116	560635.4	1730122	104	3	104	10403	10403	CANTOR	1	104
333	301	10430	Subirana	15.62721796	-86.49276067	554365.3	1730116	104	3	104	10430	10428	SUBIRANA	1	104
334	271	20820	Juan Lazaro Abajo	15.62717276	-86.28954462	576146.8	1730111	208	3	208	20820	20721	JUAN LAZARO ABAJO	2	207
335	159	10517	Soledad	15.62627768	-87.2006587	478493.8	1730012	105	3	105	10517	10514	SOLEDAD	1	105
337	1223	50226	Los Caraos	15.62331216	-87.90137913	403386.5	1729684	502	3	502	50226	50232	LOS CARAOS	5	502
339	269	20837	Rio de Piedra	15.62280585	-86.2525111	580118	1729628	208	3	208	20837	20738	RIO DE PIEDRAS	2	207
340	23	10322	Mata de Guineo	15.62215489	-87.25335533	472845.3	1729556	103	3	103	10322	10324	MATA DE GUINEO	1	103
341	1257	50205	El Chorreron	15.62176611	-88.02688671	389931.8	1729513	502	3	502	50205	50244	EL CHORRERON	5	502
342	139	10825	Santa Maria	15.62096145	-87.36198941	461201.5	1729424	108	3	108	10825	10335	SANTA MARIA	1	103
343	1225	50206	El Guanacaste	15.6207987	-87.86744752	407022.6	1729406	502	3	502	50206	50207	EL GUANACASTE	5	502
347	274	20843	Utila	15.61945156	-86.31770452	573131.2	1729257	208	3	208	20843	20745	UTILA	2	207
348	78	10770	Santiago	15.61839374	-87.61746555	433817.5	1729140	107	3	107	10770	10747	SANTIAGO	1	107
349	17	10416	Ilamapa	15.61740825	-86.42357532	561783.7	1729031	104	3	104	10416	10415	ILAMAPA	1	104
352	1175	50618	Kele Kele	15.6164318	-87.78212002	416167.3	1728923	506	3	506	50618	50608	CAMPO KELE-KELE	5	506
353	80	180304	Campo Perdiz	15.61548247	-87.73437006	421285.4	1728818	1803	3	1803	180304	180308	CAMPO PERDIZ	18	1803
355	167	10507	El Naranjal	15.61481342	-87.07292708	492183.4	1728744	105	3	105	10507	10506	EL NARANJAL	1	105
356	1339	50327	Tegucigalpita	15.61446081	-88.25443356	365533.3	1728705	503	3	503	50327	50324	TEGUCIGALPITA	5	503
357	160	10513	San Juan Benque	15.61443369	-87.17908435	480805	1728702	105	3	105	10513	10510	SAN JUAN BENGUE	1	105
358	166	10501	La Masica	15.61427999	-87.10487191	488759.4	1728685	105	3	105	10501	10500	LA MASICA	1	105
359	1253	50322	Rio Chiquito	15.61418053	-88.24137448	366933.2	1728674	503	3	503	50322	50319	RIO CHIQUITO	5	503
360	1255	50221	La Jutosa	15.61291476	-88.0032462	392461.4	1728534	502	3	502	50221	50225	LA JUTOSA	5	502
361	163	10503	Agua Fria	15.61191119	-87.14705084	484238.3	1728423	105	3	105	10503	10501	AGUA FRIA	1	105
362	327	20815	Faust	15.61163995	-86.24787231	580619.6	1728393	208	3	208	20815	20715	FAUST	2	207
364	273	20839	Sabana de Utila	15.61110652	-86.2948102	575588.3	1728334	208	3	208	20839	20739	SABANA DE UTILA	2	207
365	125	10821	Rio Chiquito Sur	15.61108844	-87.31507955	466227.8	1728332	108	3	108	10821	10331	RIO CHIQUITO	1	103
368	1011	180424	Col. Cohbasa	15.60986787	-87.76445466	418058.3	1728197	1804	3	1804	180424	180451	CAMPO LA PROGASA	18	1804
369	1010	180303	Campo Paujil	15.60857498	-87.75085994	419515.1	1728054	1803	3	1803	180303	180307	CAMPO PAUJIL	18	1803
370	275	20828	Lorencito	15.60813196	-86.33653017	571117.2	1728005	208	3	208	20828	20728	LORENCITO	2	207
371	296	10429	Sonaguerita	15.60743578	-86.38403098	566025.6	1727928	104	3	104	10429	10427	SONAGUERITA	1	104
372	126	10808	El Empalme	15.60369272	-87.33252394	464356.7	1727514	108	3	108	10808	10310	EL EMPALME	1	103
373	355	20909	La Ceibita	15.60337627	-86.02209242	604827.1	1727479	209	3	209	20909	20907	LA CEIBITA	2	209
375	76	10765	San Antonio	15.60122446	-87.5825074	437559.4	1727241	107	3	107	10765	10744	SAN ANTONIO	1	107
378	298	10408	El Aguacate en Linea	15.60048308	-86.40800938	563457.4	1727159	104	3	104	10408	10408	EL AGUACATE	1	104
379	996	50139	San Antonio de Las Palmas	15.60006718	-88.16629576	374973.8	1727113	501	3	501	50139	50148	SAN ANT. DE PALMAS	5	501
380	272	20801	Sonaguera	15.59899128	-86.27066997	578180.6	1726994	208	3	208	20801	20700	SONAGUERA	2	207
381	137	10814	Jilamo Nuevo	15.59836743	-87.34061094	463488.9	1726925	108	3	108	10814	10317	JILAMO	1	103
382	1256	50210	El Portillo No.1	15.59827702	-88.02326257	390307.8	1726915	502	3	502	50210	50210	EL PORTILLO	5	502
384	331	20830	Los Carrioles	15.59768934	-86.19112648	586708.4	1726850	208	3	208	20830	20730	LOS CARRIOLES	2	207
385	165	10506	El Desvio	15.59663151	-87.09626819	489680.7	1726733	105	3	105	10506	10505	EL DESVIO	1	105
386	1338	50308	Cuyamelito	15.59658631	-88.31435152	359097.1	1726728	503	3	503	50308	50307	CUYAMELITO	5	503
387	153	10304	Buenos Aires	15.59551944	-87.23060973	475280	1726610	103	3	103	10304	10342	BUENOS AIRES	1	103
388	1228	50214	La Bueso	15.59490464	-87.8564279	408192.3	1726542	502	3	502	50214	50218	LA BUESO	5	502
389	1226	50241	Waler Adentro	15.59469669	-87.82785605	411255.3	1726519	502	3	502	50241	50228	LA WALER	5	502
391	356	20906	El Guapinol	15.59369311	-86.03882874	603037.7	1726408	209	3	209	20906	20903	EL GUAPINOL	2	209
392	358	20918	Zamora	15.59301502	-86.07503257	599156.6	1726333	209	3	209	20918	20916	ZAMORA	2	209
393	145	10711	Cangeliquita Abajo	15.59277995	-87.4442483	452378.2	1726307	107	3	107	10711	10706	CANGELICA ABAJO	1	107
394	295	10407	Descombros	15.5927257	-86.3910151	565281.6	1726301	104	3	104	10407	10407	DESCOMBROS	1	104
395	20	10511	Monte Negro	15.59188487	-87.10460678	488786.6	1726208	105	3	105	10511	10509	MONTENEGRO	1	105
396	146	10712	Cangeliquita Arriba	15.59159555	-87.45576448	451143.4	1726176	107	3	107	10712	10707	CANGELICA ARRIBA	1	107
397	1263	50141	San Cristobal	15.59137856	-88.1472417	377011.5	1726152	501	3	501	50141	50150	SAN CRISTOBAL	5	501
399	1238	50201	Choloma	15.59082704	-87.9517532	397970.6	1726091	502	3	502	50201	50200	CHOLOMA	5	502
400	4	10505	Colinas	15.59079088	-87.12034462	487099.5	1726087	105	3	105	10505	10503	COLINAS	1	105
401	336	20805	Campo El Olvido	15.59042923	-86.13814713	592391.3	1726047	208	3	208	20805	20704	CAMPO EL OLVIDO	2	207
402	154	10312	Flores de Italia	15.59010374	-87.24495755	473741.3	1726011	103	3	103	10312	10321	LAS FLORES DE ITALIA	1	103
403	75	10760	Planes	15.58975113	-87.63087745	432370.5	1725972	107	3	107	10760	10741	PLANES	1	107
404	164	10512	San Antonio	15.58939853	-87.13425834	485607.9	1725933	105	3	105	10512	10517	SAN ANTONIO	1	105
406	158	10514	San Juan Pueblo	15.58754507	-87.2096183	477529.3	1725728	105	3	105	10514	10511	SAN JUAN PUEBLO	1	105
407	1229	50216	La Danta No.1	15.58735521	-87.88995175	404594.8	1725707	502	3	502	50216	50220	LA DANTA	5	502
408	1312	50319	Potrerillos	15.58727383	-88.31877329	358616.6	1725698	503	3	503	50319	50317	POTRERILLOS	5	503
409	277	20838	Sabana de La Pita	15.5871563	-86.28079507	577099.6	1725685	208	3	208	20838	20726	LA SABANA DE LA PITA	2	207
411	357	20910	La Concepcion	15.58589957	-86.05271387	601552.9	1725546	209	3	209	20910	20908	LA CONCEPCION	2	209
412	335	20807	Campo La Paz	15.58525764	-86.13364872	592875.9	1725475	208	3	208	20807	20708	CAMPO LA PAZ	2	207
415	173	10510	La Cumbre	15.58489599	-87.09453136	489866.3	1725435	105	3	105	10510	10508	LA CUMBRE	1	105
416	82	180313	Estero Indio	15.584679	-87.73330429	421387.9	1725411	1803	3	1803	180313	180319	ESTERO DEL INDIO	18	1803
417	339	20822	La Curva de Isletas	15.58432639	-86.20812864	584891.2	1725372	208	3	208	20822	20724	LA CURVA	2	207
418	122	10320	Lombardia o La Curva	15.58429022	-87.26338335	471765.3	1725368	103	3	103	10320	10323	LOMBARDIA O LA CURVA	1	103
419	338	20819	Isleta Central	15.5841094	-86.18815485	587032.7	1725348	208	3	208	20819	20707	CAMPO ISLETA CENTRAL	2	207
420	136	10809	El Retiro	15.58398282	-87.37229369	460089.9	1725334	108	3	108	10809	10312	EL RETIRO	1	103
421	135	10807	El Coco	15.58302445	-87.39312256	457856.8	1725228	108	3	108	10807	10309	EL COCO	1	103
422	162	10502	Agua Caliente	15.58278938	-87.16942636	481837.4	1725202	105	3	105	10502	10504	EL AGUA CALIENTE	1	105
423	1174	50625	Manacalito	15.58254526	-87.78010832	416369.2	1725175	506	3	506	50625	50626	MANACALITO	5	506
424	70	10726	El Rodeo	15.58170443	-87.52029737	444222.8	1725082	107	3	107	10726	10715	EL RODEO	1	107
425	161	10508	El Oro	15.58161402	-87.18007543	480695.7	1725072	105	3	105	10508	10507	EL ORO	1	105
426	1262	50146	San Martin	15.58142415	-88.19930279	371423.3	1725051	501	3	501	50146	50156	SAN MARTIN	5	501
427	81	180323	Samar	15.58133374	-87.68020405	427079.5	1725041	1803	3	1803	180323	180332	SAMAR	18	1803
428	1231	50219	La Galvez	15.58081839	-87.8574803	408073.2	1724984	502	3	502	50219	50223	LA GALVEZ	5	502
429	377	20306	Paya	15.58080934	-85.25116953	687508.5	1724983	203	3	203	20306	20310	PAYA	2	203
430	34	180302	Battan	15.58052907	-87.69980126	424978.2	1724952	1803	3	1803	180302	180301	BATTAN	18	1803
431	1230	50218	La Funez	15.57993234	-87.87069492	406656	1724886	502	3	502	50218	50222	LA FUNEZ	5	502
433	74	10750	Mezapa o Santa Rosa del Norte	15.57912767	-87.66185898	429045.5	1724797	107	3	107	10750	10733	MEZAPA	1	107
434	337	20806	Campo Guanacaste	15.57901918	-86.15694958	590380.5	1724785	208	3	208	20806	20706	CAMPO GUANACASTE	2	207
436	1208	50231	Poza del Riel	15.57751833	-87.81400737	412732.7	1724619	502	3	502	50231	50237	POZA DEL RIEL	5	502
437	156	10330	Siempre Viva	15.57703914	-87.24636643	473588.6	1724566	103	3	103	10330	10344	SIEMPRE VIVA	1	103
438	72	10757	Paujiles	15.57660516	-87.60920037	434690.2	1724518	107	3	107	10757	10737	PAJUILES	1	107
440	121	10326	Piedras de Afilar	15.57585474	-87.28058256	469920.3	1724435	103	3	103	10326	10329	PIEDRAS DE AFILAR	1	103
441	1014	50223	La Proteccion	15.57576433	-87.79077058	415223.3	1724425	502	0	512	50223	50227	LA PROTEC. CHICADORA	5	502
442	1232	50217	La Davis	15.57456184	-87.83456902	410526.9	1724292	502	3	502	50217	50221	LA DAVIS	5	502
443	340	20803	Alto Seco	15.573938	-86.22475931	583112.4	1724223	208	3	208	20803	20702	ALTO SECO	2	207
447	1336	50323	San Carlos	15.57168672	-88.32249056	358207.3	1723974	503	3	503	50323	50321	SAN CARLOS	5	503
448	278	20835	Puente Alto	15.57060177	-86.35305908	569358	1723854	208	3	208	20835	400736	PUENTE ALTO	4	4007
449	294	10428	San Ramon	15.57014067	-86.42563346	561577.2	1723803	104	3	104	10428	10426	SAN RAMON	1	104
450	157	10316	Las Americas No.1	15.57013163	-87.21847312	476578.1	1723802	103	3	103	10316	10320	LAS AMERICAS # 1	1	103
451	361	20905	Chiripa	15.57001409	-86.1121058	595192.6	1723789	209	3	209	20905	20902	CHIRIPA	2	209
452	133	10818	Mezapa	15.5699056	-87.36308908	461074	1723777	108	3	108	10818	10325	MEZAPA	1	103
453	311	20810	El Cafe	15.56867599	-86.18298231	587593.8	1723641	208	3	208	20810	20710	EL CAFE	2	207
455	128	10813	Jilamito Viejo	15.56848612	-87.32688191	464955.5	1723620	108	3	108	10813	10316	JILAMITO	1	103
456	1261	50128	Las Delicias	15.56826913	-88.22702922	368441.9	1723596	501	3	501	50128	50139	LAS DELICIAS	5	501
457	1236	50229	Monterrey	15.56758199	-87.88142053	405500.4	1723520	502	3	502	50229	50245	MONTERREY	5	502
458	362	20912	Lerida	15.56715705	-86.12330139	593993.5	1723473	209	3	209	20912	20917	LERIDA	2	209
459	1258	50154	Zapotal del Norte	15.56653321	-88.02668178	389924.3	1723404	501	3	501	50154	50162	ZAPOTAL DEL NORTE	5	501
462	1013	50213	Finca Tibombo	15.56531264	-87.79196169	415091.3	1723269	502	0	512	50213	50217	FINCA TIBOMBO	5	502
463	279	20825	Lanza	15.56477016	-86.3408946	570664.2	1723209	208	3	208	20825	20727	LANZA	2	207
464	1311	50306	Cortesito	15.5645803	-88.33895091	356437.2	1723188	503	3	503	50306	50305	CORTESITO	5	503
465	1233	50215	La Ceibita	15.56380275	-87.84653329	409239.4	1723102	502	3	502	50215	50219	LA CEIBITA	5	502
466	359	20902	Cayo Sierra	15.56369425	-86.07881507	598765.1	1723090	209	3	209	20902	20901	CAYO SIERRA	2	209
467	1337	50305	Corinto	15.5628715	-88.37201144	352890.5	1722999	503	3	503	50305	50304	CORINTO	5	503
468	282	20842	Trovador	15.56210299	-86.30370175	574652.9	1722914	208	3	208	20842	20744	TROVADOR	2	207
469	1237	50222	La Lechuga No.1	15.56180463	-87.89002168	404575.5	1722881	502	3	502	50222	50226	LA LECHUGA	5	502
470	280	20841	Tres Luces	15.56144298	-86.33405195	571399	1722841	208	3	208	20841	20741	TOSCA	2	207
471	999	50325	Suyapa o Garcia	15.56033994	-88.38679433	351303.3	1722719	503	3	503	50325	50323	SUYAPA O GARCIA	5	503
473	363	20913	Prieta	15.55994213	-86.1347481	592769.4	1722675	209	3	209	20913	20910	PRIETA	2	209
474	147	10710	Cangelica o El Corozal	15.5585769	-87.41907127	455069.7	1722524	107	3	107	10710	10705	CANGELICA	1	107
476	281	20831	Los Planes	15.55720263	-86.31964875	572944.8	1722372	208	3	208	20831	20731	LOS PLANES	2	207
477	1234	50207	El Higuero	15.55683193	-87.85422019	408412.1	1722331	502	3	502	50207	50208	EL HIGUERO	5	502
479	1235	50224	Las Delicias	15.55503272	-87.86326359	407441.6	1722132	502	3	502	50224	50229	LAS DELICIAS	5	502
481	349	20518	Tiburones	15.55426421	-86.1643621	589596.5	1722047	205	3	205	20518	20811	TIBURONES	2	208
482	360	20903	Cuaca Nueva o Jaral	15.55338721	-86.10303793	596172.6	1721950	209	3	209	20903	20904	GUACA	2	209
484	326	20840	Tosca	15.55190444	-86.24792388	580637.4	1721786	208	3	208	20840	20743	TRES LUCES	2	207
486	284	20813	El Porvenir de Aida o El Berrinche	15.55092798	-86.31833761	573087.6	1721678	208	3	208	20813	20735	PORVENIR DE AIDA	2	207
487	293	20823	La Hoya Arriba	15.55072004	-86.39098223	565298.4	1721655	208	3	208	20823	20725	LA HOYA	2	207
488	73	10742	Las Metalias	15.54999673	-87.61786254	433753	1721575	107	3	107	10742	10730	LAS METALIAS	1	107
489	132	10819	Mezapita	15.54884849	-87.36063185	461333.5	1721448	108	3	108	10819	10326	MEZAPITA	1	103
490	69	10729	El Zapote No.1	15.54826985	-87.51133825	445174.4	1721384	107	3	107	10729	10718	EL ZAPOTE	1	107
491	364	20904	Cuaca Vieja o Cuaca Zona	15.54812519	-86.11093337	595328.4	1721368	209	3	209	20904	20905	GUACA VIEJA	2	209
492	286	20517	Sonambula	15.54724819	-86.28670669	576480.6	1721271	205	3	205	20517	20740	SONANBULA	2	207
495	88	180319	La Veinte y Nueve	15.54569309	-87.73666318	421012.9	1721099	1803	3	1803	180319	180302	CAMPO LA 29	18	1803
497	365	20911	Las Mangas	15.53947269	-86.06103746	600683.1	1720411	209	3	209	20911	20909	LAS MANGAS	2	209
500	285	20833	Monte de Oro	15.53692305	-86.32309499	572582.4	1720129	208	3	208	20833	20733	MONTE DE ORO	2	207
501	1266	50120	La Fortuna	15.53601892	-88.18530989	372895.8	1720029	501	3	501	50120	50130	LA FORT. EL ROSARIO	5	501
502	1212	180422	Campo Palos Blancos o Breck	15.53514191	-87.79850255	414377.5	1719932	1804	3	1804	180422	180447	CAMPO PALOS BLANCOS	18	1804
503	2024	90131	Ratlaya	15.53428299	-83.9811738	823856.8	1719837	901	3	901	90131	90136	RATLAYA	9	901
505	176	10516	Santa Fe	15.53423779	-87.09233335	490099.5	1719832	105	3	105	10516	10513	SANTA FE	1	105
506	1270	50151	Santa Marta	15.53398463	-88.12715238	379131.9	1719804	501	3	501	50151	50159	SANTA MARTHA	5	501
508	1213	180445	Mealer	15.53351448	-87.76504504	417964.7	1719752	1804	3	1804	180445	180438	MEALER	18	1804
509	1269	50129	Las Flores de Rio Frio	15.53276406	-88.14224704	377512.3	1719669	501	3	501	50129	50140	LAS FRES.DE RIO FRIO	5	501
510	131	10827	Suyapa de Lean o Mataras	15.5326646	-87.40544136	456525.6	1719658	108	3	108	10827	10338	SUYAPA DE LEAN O MAT	1	103
511	308	180708	Briones	15.53192322	-86.67863895	534458.7	1719576	1807	3	1807	180708	180706	BRIONES	18	1807
512	1267	50124	La Union de Rio Frio	15.53109142	-88.16006338	375600.5	1719484	501	3	501	50124	50136	LA UNION DE RIO FRIO	5	501
516	84	180322	Nueva San Antonio	15.52777326	-87.63011208	432432.3	1719117	1803	3	1803	180322	180331	NUEVA ALDEA DE SAN A	18	1803
518	1268	50127	Las Brisas del Merendon	15.52657077	-88.15725214	375899.3	1718984	501	3	501	50127	50138	LAS BRISAS	5	501
519	304	180731	El Coyolar	15.52499759	-86.45022816	558953.2	1718810	1807	3	1807	180731	180717	EL COYOLAR	18	1807
520	85	180326	Toyos	15.52458169	-87.65243033	430037.9	1718764	1803	3	1803	180326	180335	TOYOS	18	1803
521	1220	50239	Ticamaya	15.52308083	-87.89042494	404514.4	1718598	502	3	502	50239	50242	TICAMAYA	5	502
522	1271	50125	La Virtud	15.52290001	-88.10750763	381232.4	1718578	501	3	501	50125	50137	LA VIRTUD	5	501
523	1259	50153	Tomala	15.52271014	-88.16525257	375038.9	1718557	501	3	501	50153	50161	TOMALA	5	501
